binary_value,float_value_1,float_value_2,float_value_3,float_value_4
0,44.6563,17.4163,0.404796,1690.098
1,50.2250,-16.7646,0.979471,927.516
1,1.3549,-0.7495,0.486870,816.878
0,85.6407,-2.4324,0.842916,1496.211
1,89.9021,7.2586,0.327166,1371.366
0,44.4036,-13.0142,0.085363,952.346
0,19.2455,-28.5584,0.537300,1482.440
1,40.9095,-4.1607,0.549706,1011.200
0,2.2489,-8.6163,0.025639,508.982
1,59.3355,-11.0585,0.247424,1179.944
0,17.4301,19.0799,0.102109,1036.247
1,82.5586,-2.2136,0.823885,896.479
0,21.9154,-21.8864,0.677907,1449.877
1,98.9521,27.0125,0.831910,1373.168
0,42.5751,24.5852,0.502116,725.597
0,54.2625,5.7202,0.321178,1001.399
0,12.8345,-27.8597,0.632067,1629.172
0,37.4456,25.3151,0.179802,929.686
1,94.5989,6.4062,0.285386,979.227
1,88.7261,10.7093,0.392388,662.089
1,64.3146,-0.9731,0.665312,1464.958
0,26.4547,-11.0470,0.951711,1187.545
0,23.0248,-21.4843,0.489620,992.894
1,18.3482,0.1896,0.925125,733.689
0,6.7603,16.2244,0.545452,1667.838
1,81.8981,7.4621,0.182632,1783.713
1,86.4137,-17.8231,0.213119,615.714
1,64.4563,-7.7784,0.988761,1444.626
0,5.8574,28.2124,0.721438,1190.870
1,80.4061,-22.9710,0.956790,1139.771
1,38.4101,15.2018,0.236596,1376.880
1,87.2739,26.2998,0.886753,1668.957
0,64.0179,-22.0049,0.095902,1169.734
0,2.7299,25.7286,0.412477,554.028
1,81.3122,0.8639,0.295375,1914.322
1,9.7396,-27.0619,0.084872,807.880
1,70.1831,10.0546,0.756118,1617.052
0,11.0773,27.9812,0.628532,1831.434
1,70.6233,-0.9836,0.209457,988.550
1,92.5322,22.4583,0.274949,1248.259
1,87.5252,12.2804,0.920772,767.159
1,86.9702,-2.5207,0.293714,679.531
1,82.3770,21.2074,0.681500,1579.047
0,97.2602,-7.3720,0.351201,1728.076
0,6.0946,-11.9834,0.524855,1424.270
1,32.9516,-11.7035,0.969675,1055.224
1,22.3092,16.4412,0.586033,1488.870
1,99.7157,14.8083,0.578012,1170.075
0,65.2785,10.3584,0.508845,1693.248
1,85.2776,18.1264,0.490092,1585.221
1,54.8189,1.3862,0.456232,1471.808
0,57.4974,-19.2109,0.304592,1453.897
0,56.4760,-0.7012,0.923565,1370.166
0,4.9750,-13.9546,0.022254,1302.014
1,22.5796,17.9473,0.904484,590.971
0,38.8306,17.4859,0.729356,530.168
0,52.7409,18.8910,0.246194,1655.029
1,69.9988,-10.9327,0.938161,761.280
1,81.7339,-3.4672,0.942081,1217.370
0,16.4472,14.9445,0.928734,1889.700
1,58.5352,16.7912,0.955416,677.628
1,74.9068,7.1172,0.395585,1174.535
1,78.3542,-2.9722,0.284480,1919.798
1,74.9911,-15.4729,0.153545,1383.085
1,73.1961,-10.2442,0.848067,1887.443
1,78.3583,21.4225,0.426238,1801.006
1,63.9231,21.7619,0.802889,1210.690
1,74.7557,21.5660,0.127776,1093.529
0,8.1368,25.3322,0.488471,616.148
1,36.6876,-20.5360,0.995548,555.780
0,92.2353,5.7318,0.340011,1636.133
0,25.6089,25.9071,0.030454,996.043
1,89.2027,-18.4571,0.528247,1123.970
1,92.0844,8.8544,0.810687,1763.728
1,89.0477,-23.1394,0.757859,1019.605
1,80.9758,20.4475,0.770635,648.185
1,62.5849,21.6896,0.389051,1135.907
0,4.3702,1.3612,0.045468,1489.154
1,81.5771,19.7387,0.797081,1707.403
0,88.8986,-6.3626,0.072491,1429.864
1,71.9302,-9.1772,0.153063,1015.525
1,80.8010,20.2603,0.993608,1504.618
0,41.5298,-20.3310,0.931664,1864.771
0,3.0534,18.1998,0.104309,956.935
0,39.8157,6.1264,0.151251,1991.792
1,6.1498,-10.9643,0.952923,1994.165
0,41.5801,16.0980,0.150725,790.194
0,27.8802,12.5058,0.045368,1806.525
0,20.6031,1.7448,0.375722,1482.255
1,65.4621,23.8389,0.887233,1760.051
0,8.5655,-12.6212,0.767868,809.133
0,11.7197,-18.2522,0.158535,1198.927
1,49.0748,23.0849,0.997497,1206.582
1,64.6997,-29.3745,0.738201,812.453
1,32.2104,15.4778,0.233293,501.915
1,86.9078,-16.4170,0.496414,1342.802
1,16.4183,-4.1983,0.112889,1514.526
0,12.6154,-29.9740,0.944637,1529.439
0,8.3006,2.9937,0.579417,1069.390
0,32.1283,1.8949,0.904668,599.057
0,64.4195,-20.4532,0.678931,730.901
0,32.7693,-26.6187,0.766591,1997.447
1,89.0813,11.9629,0.596667,864.260
0,6.0719,16.3115,0.321147,1037.028
1,64.6564,-26.0527,0.051908,1435.930
1,77.2209,-19.2873,0.853699,783.017
0,33.7496,-10.6971,0.430376,1664.308
0,0.5069,15.0659,0.958955,1518.043
0,6.9799,-15.9695,0.946339,572.301
0,38.3624,27.1937,0.336577,578.529
1,54.9424,-17.3739,0.546649,1405.090
1,57.8407,-23.5677,0.054978,1326.261
1,14.9147,-17.8407,0.577913,667.685
1,56.9098,-13.8597,0.820462,1495.886
0,30.9621,18.7742,0.642451,1359.014
1,41.2722,-22.8330,0.003708,1895.627
1,81.8981,20.5181,0.801347,1155.198
1,12.7060,16.5040,0.826982,1455.660
1,89.7863,11.7672,0.408115,1179.873
1,86.7143,9.3558,0.834548,1621.406
0,11.4618,-22.0340,0.672653,1595.272
1,73.6521,4.0790,0.973973,815.822
1,45.8957,-23.7901,0.124560,997.057
1,30.7178,-5.9215,0.141114,1662.060
1,79.4031,-3.4786,0.183355,1495.122
0,61.3501,-5.7127,0.189203,1904.720
1,75.6792,-12.9059,0.256104,1708.970
0,68.6215,-19.8411,0.071165,1991.809
0,55.9076,18.0656,0.616434,1866.095
1,79.4366,4.2936,0.076744,570.174
1,46.5835,0.8889,0.059842,1361.102
0,67.2595,26.9646,0.009238,958.810
0,33.1732,-7.2731,0.037493,1527.268
0,17.4056,20.8436,0.318580,839.780
0,13.7862,-10.1914,0.146575,761.216
1,99.2938,19.5353,0.272625,682.794
1,4.1940,-10.3173,0.142420,1411.193
1,24.1977,-16.4964,0.682036,1213.360
1,73.6805,-20.3953,0.765292,748.672
0,18.0295,15.8160,0.931589,1911.719
1,94.6972,-14.8211,0.850223,989.798
1,13.5691,-7.9055,0.885698,1939.413
1,84.7006,10.6071,0.887375,1513.897
0,0.3687,-15.8184,0.430031,1437.467
0,94.8996,-20.0785,0.843007,1691.396
1,97.7785,3.8911,0.980793,1857.971
0,22.9338,23.6400,0.331480,1631.549
0,78.8959,-1.3307,0.815889,1124.460
1,87.3736,-9.6383,0.722427,707.156
0,6.0020,-13.6379,0.089360,1068.444
1,94.3935,-9.9859,0.306611,820.308
1,78.1613,-5.4015,0.055959,1014.628
1,57.0839,-6.7531,0.980384,1288.166
0,95.3006,-9.2817,0.133009,1989.441
0,52.5865,-4.7717,0.013724,1551.202
0,60.9634,-3.4241,0.704902,813.522
1,70.5082,-1.4705,0.601830,1460.256
0,89.5769,5.2433,0.117941,1003.798
1,37.8984,-4.6883,0.472803,804.404
1,48.6288,-8.4613,0.196983,544.960
1,71.4714,-21.6184,0.096400,1071.655
0,52.3463,-10.8093,0.605810,1039.501
1,33.8682,12.3043,0.846945,1129.488
1,9.5348,17.1370,0.340213,552.821
1,36.5617,-16.3581,0.797144,637.404
0,10.4003,26.8601,0.810788,1021.196
1,25.0656,-15.2431,0.674929,1365.156
0,56.5389,-7.2545,0.220727,1851.339
0,57.5924,28.8948,0.758274,1290.498
1,67.3912,4.4950,0.053145,1541.972
1,70.0671,-28.8741,0.161769,1726.418
0,48.7350,-9.4471,0.004797,1643.342
0,57.5794,0.5434,0.258346,1988.127
0,9.2734,-28.1914,0.270174,816.419
1,71.6257,3.8934,0.439321,602.670
0,38.4038,-1.8546,0.270146,1293.391
0,52.9086,23.6714,0.116140,634.213
0,23.1892,-24.9493,0.857317,965.217
1,22.2840,-7.5423,0.458499,898.427
0,6.6868,13.3940,0.766189,1953.182
1,64.3769,-11.7154,0.842199,1627.623
0,13.5780,4.7666,0.093323,771.762
1,1.8260,-25.6558,0.475870,1725.898
1,68.1270,-6.4250,0.168870,987.759
0,0.8555,-19.6304,0.960030,1234.375
0,34.1963,-23.6165,0.173703,1516.210
1,66.0804,12.1741,0.301358,588.479
0,22.4342,-26.8605,0.364391,1321.614
0,65.2448,29.4514,0.676143,1141.334
0,15.0437,23.9055,0.641233,739.144
1,67.3952,3.2618,0.441017,1463.703
1,47.0943,-9.3172,0.352616,547.535
0,2.9388,-5.6555,0.415850,1417.408
0,31.5359,16.2627,0.416884,1274.108
1,62.8946,-28.2885,0.621128,1691.062
0,1.7699,-0.1990,0.532474,1679.720
0,44.3538,-2.0905,0.014273,1951.655
0,10.6441,-14.2870,0.658889,1396.400
1,87.9629,11.9825,0.332701,1021.960
0,24.6707,4.5004,0.064537,808.657
1,37.9391,-1.1075,0.125161,916.374
1,64.5428,25.9942,0.646976,1952.896
1,97.4259,18.7344,0.566136,1193.102
1,56.4229,-6.5119,0.448080,1573.983
1,5.3474,-23.2706,0.819284,1528.732
1,92.9237,11.7494,0.273154,938.447
1,44.2693,-4.0712,0.326703,1098.103
1,96.1997,-9.6001,0.736691,1830.518
0,17.3205,6.8945,0.690292,730.869
0,6.7390,-21.9856,0.870633,1387.612
1,85.5239,-22.3844,0.348548,635.641
1,26.7236,9.7354,0.439340,913.048
1,94.9604,9.6049,0.354678,1312.148
0,54.2113,-0.8678,0.167400,907.756
0,22.4231,9.2866,0.561068,1198.699
0,43.8566,-4.6882,0.665371,1744.746
1,79.5664,19.5114,0.681413,1032.177
0,31.5767,-24.9841,0.236276,596.698
0,29.9739,24.0395,0.461326,1603.237
1,51.3123,-14.3862,0.148860,729.379
0,58.1853,27.9704,0.598796,1696.260
0,20.0462,3.9515,0.882749,722.432
1,84.5372,29.8132,0.609509,1010.806
0,12.4414,28.7201,0.999893,1954.259
1,45.8515,-15.0444,0.102935,1023.264
1,32.3573,-18.3929,0.825576,747.822
1,17.8336,-13.6198,0.512452,1273.928
1,82.9491,-16.4163,0.883906,1462.254
1,74.9908,-17.9490,0.087988,753.142
1,30.2853,-12.5310,0.120788,1069.451
0,53.4454,-14.3798,0.179354,1201.539
0,33.2593,21.7942,0.249953,954.516
0,0.7010,14.4170,0.717535,1578.908
0,57.2369,-0.9339,0.093557,1981.344
0,89.8019,-24.3142,0.358391,1397.062
1,25.7665,-20.3237,0.934174,906.830
0,3.2424,-25.6402,0.445942,1983.565
1,91.7999,-24.3810,0.044759,1490.883
1,96.6253,28.5865,0.580896,877.690
0,0.9626,-1.0011,0.368716,1177.090
1,81.8419,-18.1444,0.133226,1779.902
0,43.9691,24.1167,0.581312,1298.561
1,17.1321,25.7438,0.978733,667.051
1,93.4347,-12.3396,0.728491,1737.065
0,47.8719,-3.6195,0.432968,1950.772
0,92.1578,0.8320,0.106598,850.380
1,77.4351,17.5533,0.482781,1648.948
1,83.4831,26.3663,0.592674,1566.338
0,1.6054,0.7402,0.512385,594.336
0,3.7190,29.8625,0.469528,1841.762
1,71.5285,15.2894,0.544006,1478.037
0,37.8744,15.8775,0.166044,939.732
0,92.5824,17.7209,0.347726,1410.022
0,37.8766,-3.2230,0.212767,1607.215
0,99.4909,12.1000,0.017599,1054.759
1,96.6382,25.6374,0.370077,677.183
1,92.3869,-27.3397,0.212090,1705.218
0,1.9527,-15.0870,0.830756,1609.145
0,7.0207,16.4036,0.299520,1031.476
1,22.0706,-20.1233,0.905704,859.315
1,59.0907,17.0965,0.731385,1058.081
1,1.3619,14.2335,0.174167,1803.065
0,45.1454,-6.3272,0.047922,1655.347
1,88.1485,4.9955,0.544247,1094.412
0,13.0216,6.9316,0.473337,1615.493
0,22.1516,-5.8712,0.663282,1761.189
0,80.1770,-28.7048,0.130534,1471.741
1,13.8928,-11.2228,0.840035,1052.420
1,28.2303,-25.5371,0.962045,1518.915
0,67.5660,13.5283,0.529288,1882.419
1,63.7447,7.2219,0.509429,1153.584
1,97.5380,-11.3038,0.987723,1879.710
1,61.1473,-25.5634,0.333375,959.152
1,42.9867,-14.1592,0.400095,1757.323
1,56.8532,14.5934,0.175967,799.229
0,5.5835,9.2089,0.794061,800.953
0,49.6044,22.3715,0.741669,789.846
0,18.1405,0.7294,0.694812,961.625
1,82.7324,-10.4862,0.920228,731.895
1,20.8360,14.4604,0.655944,1131.339
1,41.1646,-10.4774,0.691073,1441.752
1,89.4225,-3.3361,0.309943,1871.307
0,32.1898,1.0526,0.787088,714.829
1,73.8614,-10.0636,0.140144,1071.410
1,91.7710,4.1521,0.092345,1822.369
0,24.3301,19.3797,0.021370,1421.256
0,31.4828,29.8523,0.373168,631.213
1,17.0667,-19.0929,0.113834,671.302
1,73.7008,-17.8672,0.780607,535.260
0,30.9781,2.2886,0.777009,1155.437
1,87.6086,6.0518,0.275004,1015.872
1,84.2445,-16.0181,0.809493,742.071
0,7.1230,-4.6183,0.695772,1401.569
1,32.4360,-21.3375,0.699613,1667.417
1,55.6829,-16.8937,0.025943,1025.004
1,71.5496,17.3156,0.068838,870.261
1,70.5158,-27.2409,0.584412,1651.205
0,71.3966,13.3520,0.029254,1838.039
0,93.7635,-7.6624,0.952453,917.709
1,31.3980,0.3865,0.179561,581.138
0,16.5406,20.3118,0.998731,1834.979
1,65.7647,4.4952,0.925001,505.916
1,5.3851,-20.1484,0.562652,507.062
1,2.5245,20.3170,0.928303,745.961
1,60.1826,-23.0928,0.807587,883.673
1,18.4536,-14.0409,0.747470,1085.444
0,20.9054,6.5420,0.014747,1904.694
1,86.6628,-27.1648,0.694426,1216.396
0,13.9046,17.8519,0.025310,1118.109
0,77.3442,18.5784,0.947745,721.854
0,47.5364,4.6884,0.015587,1697.963
1,5.0286,-28.1434,0.742950,920.973
1,39.1662,19.6470,0.534705,1966.929
1,44.4818,-21.0332,0.626190,520.162
1,97.7991,-21.3486,0.450705,1076.825
0,80.4294,-24.6114,0.395514,1680.705
1,37.4895,-10.9056,0.599568,1183.752
0,63.0915,5.6067,0.216104,841.866
1,83.5685,-11.7418,0.413778,1058.391
1,31.1596,-14.2304,0.047357,711.760
0,62.3994,-18.9929,0.934304,1825.940
0,33.1174,-22.3540,0.631037,1523.358
1,96.0475,8.1257,0.955813,1167.130
0,7.3422,-16.3271,0.078871,1140.989
1,85.1372,26.0006,0.398279,608.691
0,67.3687,13.8247,0.078445,1995.181
1,54.1467,-27.4528,0.254341,1644.964
1,19.1445,-6.9638,0.715607,1249.046
0,50.3481,27.7445,0.533866,985.479
1,20.0256,-9.0906,0.969024,1462.729
1,8.3714,-18.9626,0.620031,1251.784
1,69.0652,17.1103,0.861843,1183.554
1,60.0762,-27.0607,0.634250,1816.146
1,91.8022,-7.1347,0.192504,849.279
1,68.9486,0.7365,0.579507,811.809
1,88.8964,-6.0314,0.074627,637.933
0,32.5196,15.6833,0.436626,1523.670
1,35.7510,-4.6547,0.753152,1386.283
0,40.6273,1.3256,0.259905,824.870
1,45.4492,-10.3105,0.656435,1941.292
1,81.9167,-20.6408,0.736171,654.234
1,57.1440,6.2670,0.412159,1047.030
0,29.1175,12.6327,0.769888,841.551
1,83.9374,6.7418,0.951804,734.507
1,49.5600,7.6762,0.601649,1567.406
0,16.7393,-14.8578,0.362927,1383.773
1,56.0805,14.5825,0.113766,544.208
1,16.9209,-28.4870,0.333803,586.387
1,75.3060,-29.3842,0.388465,961.047
0,69.5728,15.1323,0.032204,888.489
1,84.2128,-7.4187,0.500097,1933.369
0,19.1231,3.2603,0.024567,1955.148
0,31.9070,-15.5086,0.822977,1524.013
0,54.8133,5.8068,0.740416,1728.299
1,81.4157,-13.2864,0.894212,510.026
1,48.5337,-15.6317,0.294284,1222.294
0,41.5189,-16.7901,0.103934,1714.798
1,18.4451,-15.4233,0.158186,1193.883
0,61.4871,-29.9610,0.363705,1400.194
1,51.1537,-18.7628,0.705790,1377.019
0,9.8948,-29.2927,0.213338,1205.923
1,56.3568,-1.0715,0.493413,1555.037
1,95.1760,-14.3968,0.543038,1299.653
0,9.8904,-21.7446,0.013112,1764.189
1,30.5188,-3.6844,0.277827,1401.894
0,81.3508,24.8913,0.294083,764.151
1,29.8051,2.0209,0.709605,1699.382
1,40.3401,-29.5903,0.633319,1767.058
1,70.2308,14.9719,0.454828,1071.565
0,35.4817,-2.5433,0.830603,1336.784
1,37.3947,-19.5495,0.862998,569.667
1,66.0355,14.0376,0.612075,945.662
0,64.8712,-18.7165,0.317312,1944.010
1,41.8078,3.0269,0.743450,792.581
0,9.2077,0.2562,0.168406,1349.716
0,55.5656,29.0259,0.896784,1003.128
1,35.5896,-24.9448,0.736227,1166.632
0,12.3877,10.2410,0.663160,1134.252
1,66.9440,-6.3149,0.336211,1539.580
0,51.4250,-4.0668,0.492155,1396.323
1,80.4368,12.8497,0.635549,1878.474
1,86.9677,-29.6539,0.296520,815.779
0,67.6589,20.2306,0.276657,1217.627
1,56.4459,-2.8901,0.872890,1393.903
0,74.7395,23.2373,0.320615,1276.040
1,69.7325,-19.9164,0.475353,1908.312
1,12.3436,-0.5034,0.299236,1231.480
1,64.1735,-3.0777,0.817244,1707.229
1,11.8109,-7.5502,0.452641,1402.607
1,83.2263,-22.9143,0.857793,1845.947
1,6.2418,3.5598,0.896219,1906.896
0,91.7079,-6.3872,0.118188,1924.325
0,70.1617,1.8249,0.357645,1833.264
1,18.4979,2.2765,0.789003,1196.143
0,11.5755,8.0752,0.068071,648.313
1,37.3231,-3.9211,0.718877,1274.383
1,57.9229,-11.3840,0.578055,1813.597
1,56.4107,5.7235,0.361305,1080.925
0,24.8188,-10.1690,0.867694,1793.812
0,58.7694,-29.0089,0.563798,1856.116
0,29.4322,-10.2545,0.393697,1614.915
0,42.7831,-0.5245,0.797344,1094.633
1,48.2431,10.4802,0.601933,1718.570
1,39.1350,27.1416,0.481914,1444.376
0,58.9588,-19.4018,0.401720,1050.278
0,78.5238,16.0136,0.205530,955.147
0,35.6713,22.2510,0.814799,1550.194
0,25.0137,24.9942,0.834778,1892.514
0,7.2848,17.8828,0.964883,1490.216
1,57.3518,13.7150,0.055314,1249.239
1,63.5334,2.0763,0.934214,1655.786
0,11.7686,25.6423,0.026845,1756.165
1,66.0938,-12.8563,0.493913,1163.911
1,61.1582,21.5922,0.901803,1954.299
1,47.4780,-22.9451,0.553571,1697.235
1,79.1541,-17.2948,0.741576,1628.059
0,5.6654,12.6947,0.706037,1849.007
0,82.2108,26.1981,0.044276,1210.386
1,32.2764,23.3835,0.997335,1649.288
1,78.7120,-11.7520,0.522276,934.576
0,71.3648,19.6069,0.085782,1079.870
0,51.7752,28.8620,0.136058,1564.728
1,90.5933,-18.8522,0.274806,1257.693
1,94.9360,4.7815,0.594575,686.189
0,67.4946,18.9357,0.428212,866.557
1,58.5056,-22.7851,0.787379,1441.501
0,48.7407,11.3686,0.451859,1623.213
0,22.9873,7.5478,0.319457,1955.037
0,84.1074,18.0347,0.334457,557.890
1,13.6968,6.8951,0.492206,1491.043
0,20.7429,12.5735,0.398150,1612.097
1,89.8053,-6.0859,0.841410,1394.648
0,39.7504,-18.3807,0.508390,1154.349
0,21.6456,14.0362,0.525997,1829.692
0,32.3563,-14.3860,0.624551,985.094
1,87.4369,-1.1317,0.389619,1137.715
1,97.0137,7.6825,0.126684,1109.807
1,77.7849,-12.5203,0.710461,1130.786
1,83.1304,17.0632,0.723025,1438.651
1,64.7419,-12.4687,0.898224,636.504
0,40.3031,-24.6647,0.605744,1677.608
1,94.7195,-24.8995,0.074754,551.229
1,41.6915,-29.4630,0.416266,1914.878
1,76.9462,-25.9817,0.101852,1055.115
1,92.5128,-28.5914,0.105473,748.771
1,53.9177,2.2325,0.998783,1880.255
1,58.2181,4.9748,0.298616,1733.557
1,88.1215,-28.6622,0.341611,1263.459
1,69.2841,-17.0056,0.676308,1949.912
1,82.2354,-7.9128,0.779773,877.471
0,58.0447,-18.5798,0.528148,1881.892
0,37.9555,29.0069,0.439897,1611.130
0,40.9987,-24.8265,0.154584,1961.490
1,83.4001,12.6201,0.593895,1539.655
1,74.7165,13.5216,0.592879,876.672
1,70.8554,-9.1699,0.138865,1793.222
0,17.1056,15.4461,0.747136,929.610
0,39.1845,-26.7140,0.377355,717.090
1,89.7766,4.9440,0.600858,725.875
1,60.6617,-26.2806,0.701981,642.309
0,11.2020,16.4535,0.086670,1638.114
0,85.5088,5.8474,0.277033,1166.541
0,3.2386,20.6750,0.577749,1278.184
1,65.2551,-9.6547,0.868177,1242.421
1,77.9235,-10.0212,0.449169,1733.763
0,16.4765,-22.5299,0.442296,1313.211
1,64.6564,8.7112,0.043993,1088.675
1,39.6832,10.2459,0.988394,1099.712
1,79.4388,16.6640,0.932994,763.455
1,5.3183,-29.7209,0.082069,1944.876
0,26.7528,-18.3712,0.207034,1422.473
1,77.9040,-10.4966,0.264161,745.406
1,73.0586,-20.6904,0.734892,1361.115
0,38.7199,18.0355,0.185299,1113.267
1,98.1786,-8.9583,0.468368,1805.984
0,0.1502,-6.0009,0.273532,1976.451
0,16.0113,-27.4540,0.479045,1228.576
1,45.2751,-3.7108,0.429010,1552.981
0,7.1775,-5.6037,0.824790,1516.962
1,63.9228,-27.4296,0.358917,1779.666
1,25.2592,19.1611,0.673224,759.125
1,91.6834,13.5267,0.336378,1894.221
0,37.9055,-26.9086,0.279860,1432.472
0,68.8152,10.5669,0.249175,1956.982
1,94.9046,-7.7052,0.483311,616.911
1,57.5181,1.5543,0.790394,1965.425
1,95.8662,-27.5359,0.420422,1299.937
0,34.0761,-7.8474,0.306295,1116.620
0,72.7306,-23.8935,0.499530,519.541
1,2.0251,-22.3954,0.203141,674.381
1,96.3112,17.6199,0.387596,1975.003
1,88.1011,-9.8376,0.595283,1181.036
0,39.0929,26.1031,0.359428,1824.809
1,33.7986,7.8661,0.746569,998.426
1,31.8943,-7.8108,0.838096,928.100
1,84.7271,22.3230,0.470284,689.137
1,44.8437,-10.6342,0.674140,1657.095
0,16.4997,9.2084,0.437086,546.991
0,0.4720,16.4356,0.852271,1867.435
1,79.2255,14.5408,0.616324,924.094
0,38.9149,-7.1895,0.870857,1842.942
0,59.3292,27.3342,0.102196,1761.299
1,0.8960,21.9454,0.469192,1633.325
0,6.8165,-14.3453,0.588032,1700.066
1,68.4514,-18.3590,0.715242,1885.896
1,54.5017,1.0530,0.926472,1985.611
0,10.4924,-14.6564,0.187554,1268.343
0,6.8262,-2.8856,0.778845,1827.178
0,20.9427,3.0766,0.596220,1064.952
0,13.8964,-11.7159,0.096721,1790.906
0,53.1344,-20.7411,0.816280,1576.142
1,19.5132,9.8960,0.946926,1518.584
0,7.5743,-28.2542,0.111788,1235.978
0,75.3234,10.6922,0.956963,1169.337
1,61.6258,-1.0760,0.703246,965.261
1,13.3236,5.8678,0.338607,1286.807
0,24.0282,-4.7503,0.065868,1645.368
1,95.0610,-3.6332,0.470126,1374.319
0,40.3329,0.2988,0.099789,1314.787
0,18.0330,-3.6307,0.105568,1740.300
0,46.0761,-9.1337,0.650496,1816.770
0,4.9278,-2.9359,0.506106,1042.331
1,59.7336,-10.4204,0.422388,1402.672
0,65.4914,27.7937,0.348210,1507.673
0,31.3787,-17.5154,0.374083,998.048
0,11.1278,-7.0633,0.160055,1844.070
1,69.3747,-0.4663,0.511741,1817.569
1,89.2510,16.2199,0.188021,729.512
0,49.9542,26.0005,0.108572,1680.150
0,7.7003,-25.0445,0.498007,1162.819
1,21.7101,-24.5233,0.433785,841.562
0,25.2684,28.4213,0.318465,947.628
1,66.7000,-12.5392,0.610059,779.014
0,10.5107,18.8751,0.544009,1977.900
1,88.4583,16.5125,0.195202,1853.285
1,38.0446,-24.0297,0.587316,1722.762
0,2.8686,23.0562,0.718176,705.250
1,60.2468,-26.4934,0.284032,1319.011
1,91.8821,-2.8880,0.889602,1480.573
1,20.8529,-10.6031,0.922563,1526.602
0,26.2418,2.3149,0.512740,849.615
0,44.1893,23.7647,0.531595,692.137
0,15.3180,-6.8177,0.503290,1693.992
1,78.2730,4.3702,0.473226,841.348
1,4.6663,1.8332,0.998002,1432.156
0,43.2716,23.1363,0.541486,1699.397
1,5.7164,-19.3835,0.902915,1105.137
1,49.0104,-7.7082,0.485099,893.305
1,70.6391,1.6109,0.155941,1391.122
1,53.2448,26.9146,0.093608,774.664
1,63.5691,21.0033,0.694998,776.756
1,73.1865,2.4348,0.891303,1914.642
0,55.6288,-8.7245,0.731997,855.505
0,97.6239,-0.9926,0.099865,1333.982
0,41.1200,-24.7357,0.211023,1566.522
0,51.9815,-7.5233,0.403921,1116.181
1,48.4139,17.5198,0.358377,1219.604
1,20.7108,-1.0834,0.718412,557.507
0,94.9523,-1.1864,0.542005,1730.433
1,35.1799,17.6910,0.918937,1548.980
0,4.8991,20.9227,0.537620,803.909
0,54.7954,8.3420,0.983983,1086.495
0,35.7253,-21.8004,0.480516,778.343
0,76.4290,29.7729,0.252261,1972.410
1,49.4295,15.9027,0.061527,571.770
1,93.0974,2.7440,0.390734,1626.127
1,72.4964,-2.6595,0.704601,764.564
0,63.5427,-14.7374,0.155771,1356.612
1,56.8075,-0.1224,0.327415,789.600
1,81.2864,29.9826,0.356443,1793.769
0,35.5584,2.5554,0.937331,517.500
0,28.3946,17.2310,0.489773,757.439
1,0.2220,-15.1021,0.233232,1923.933
1,90.1579,-4.0765,0.304140,1215.530
1,50.9913,20.4266,0.681186,911.245
1,99.6334,-3.7421,0.868461,1845.438
1,93.1264,-18.6426,0.528222,1332.167
0,18.2375,1.1006,0.692935,1154.389
1,84.8243,15.8762,0.984145,1390.080
1,31.9777,-14.1163,0.378126,609.139
0,38.0805,11.7342,0.879423,1310.247
0,51.5140,21.6842,0.663167,1838.133
1,84.6315,25.1234,0.592814,1930.266
0,81.2930,13.2046,0.678454,1794.747
1,38.3235,14.3474,0.867881,578.635
0,74.5309,21.3780,0.087800,1353.411
1,73.1605,-26.4297,0.795701,1471.475
0,23.5694,-11.4080,0.988057,1803.077
0,32.0972,21.3106,0.800846,1538.716
0,92.9520,-19.6926,0.030634,1320.444
0,59.9700,5.1765,0.514961,702.241
0,64.1682,19.6613,0.827000,599.090
1,65.8840,16.4162,0.094227,638.432
1,78.6809,-22.6187,0.945164,674.300
1,50.3063,13.9212,0.809736,938.271
0,52.8059,26.2967,0.175404,1211.212
1,57.3520,19.5399,0.540837,1514.972
1,14.5330,2.6727,0.660874,1672.364
0,40.8005,-1.0280,0.921997,1891.952
0,54.7368,15.6570,0.708558,1520.451
1,80.6498,-16.4025,0.914434,1604.349
1,86.7680,16.5924,0.222780,1276.800
1,70.3404,9.1371,0.352858,1282.212
0,83.3175,-16.0340,0.417579,1838.280
0,24.2265,-2.2711,0.163588,1880.857
1,2.0196,18.6014,0.881768,1070.055
1,76.7110,-16.2168,0.495103,1524.003
1,34.6895,24.6739,0.804604,931.128
0,36.8791,-10.6941,0.143007,1165.342
1,75.5720,-22.1995,0.400522,1341.106
0,31.4601,-9.3977,0.816371,1720.182
1,34.4350,-26.2178,0.993862,1000.262
0,5.7657,23.6863,0.842743,1172.410
1,47.3684,-20.5691,0.670190,1675.082
1,92.1943,-4.3102,0.130160,1339.649
1,92.0500,-10.8515,0.720027,1142.520
1,89.0188,-5.4300,0.321030,951.601
1,42.3739,-5.1991,0.681649,700.191
0,28.3859,25.0421,0.471095,1877.579
1,47.4020,-1.2587,0.694734,1808.985
1,59.8538,-2.4109,0.617134,1310.603
1,88.6437,-17.2073,0.256605,973.099
0,2.5209,-9.4194,0.565516,1529.756
1,64.8157,4.4245,0.541676,1539.922
0,6.0336,-1.4680,0.536729,1084.477
1,0.4574,27.4241,0.211774,927.503
1,44.1479,7.4644,0.847370,1114.710
0,43.0369,17.5420,0.780628,716.061
